x;y;z
32039.73996;3340.56045;235.1501003
32040.55469;3341.140289;234.8682501
32041.36942;3341.720127;234.5819589
32042.18415;3342.299966;234.2912267
32042.99889;3342.879804;233.9960535
32043.81362;3343.459643;233.6964393
32044.62835;3344.039481;233.343994
32045.44308;3344.61932;232.9667881
32046.25781;3345.199158;232.5976393
32047.07254;3345.778997;232.2223486
32047.88727;3346.358835;231.840916
32048.70201;3346.938674;231.4533416
32049.51674;3347.518512;231.0596252
32050.33147;3348.098351;230.659767
32051.1462;3348.678189;230.2537669
32051.96093;3349.258028;229.841625
32052.77566;3349.837866;229.4233412
32053.59039;3350.417705;228.9989155
32054.40513;3350.997543;228.5746712
32055.21986;3351.577382;228.1641072
32056.03459;3352.15722;227.7594016
32056.84932;3352.737059;227.3605544
32057.66405;3353.316897;226.9675657
32058.47878;3353.896736;226.5804353
32059.29351;3354.476574;226.1989546
32060.10825;3355.056413;225.817587
32060.92298;3355.636251;225.4395267
32061.73771;3356.21609;225.0647735
32062.55244;3356.795928;224.6933275
32063.36717;3357.375767;224.3251886
32064.1819;3357.955605;223.9548556
32064.99663;3358.535444;223.5211038
32065.81137;3359.115282;223.090281
32066.6261;3359.695121;222.6623872
32067.44083;3360.274959;222.2374225
32068.25556;3360.854798;221.8153867
32069.07029;3361.434636;221.3962799
32069.88502;3362.014475;220.980102
32070.69975;3362.594313;220.5668532
32071.51449;3363.174152;220.1565334
32072.32922;3363.75399;219.7491426
32073.14395;3364.333829;219.3446807
32073.95868;3364.913667;218.8919548
32074.77341;3365.493506;218.4833938
32075.58814;3366.073344;218.093404
32076.40287;3366.653183;217.709178
32077.21761;3367.233021;217.3307158
32078.03234;3367.81286;216.9580175
32078.84707;3368.392698;216.591083
32079.6618;3368.972537;216.2299124
32080.47653;3369.552376;215.8745056
32081.29126;3370.132214;215.5248626
32082.10599;3370.712053;215.1809835
32082.92073;3371.291891;214.8428682
32083.73546;3371.87173;214.5105167
32084.55019;3372.451568;214.2757499
32085.36492;3373.031407;214.1192286
32086.17965;3373.611245;213.9559986
32086.99438;3374.191084;213.7860597
32087.80911;3374.770922;213.6050366
32088.62385;3375.350761;213.4208582
32089.43858;3375.930599;213.2390421
32090.25331;3376.510438;213.0595882
32091.06804;3377.090276;212.8824965
32091.88277;3377.670115;212.7077671
32092.6975;3378.249953;212.5353998
32093.51223;3378.829792;212.3653948
32094.32697;3379.40963;212.2751148
32095.1417;3379.989469;212.4119471
32095.95643;3380.569307;212.5474566
32096.77116;3381.149146;212.6816433
32097.58589;3381.728984;212.8145071
32098.40062;3382.308823;212.9460481
32099.21535;3382.888661;213.0762663
32100.03009;3383.4685;213.2051616
32100.84482;3384.048338;213.332734
32101.65955;3384.628177;213.4657016
32102.47428;3385.208015;213.6129359
32103.28901;3385.787854;213.7598868
32104.10374;3386.367692;213.9065542
32104.91847;3386.947531;214.2375832
32105.73321;3387.527369;214.5736789
32106.54794;3388.107208;214.9110974
32107.36267;3388.687046;215.2498388
32108.1774;3389.266885;215.589903
32108.99213;3389.846723;215.9312901
32109.80686;3390.426562;216.274
32110.6216;3391.0064;216.6180327
32111.43633;3391.586239;216.9633883
32112.25106;3392.166077;217.3100667
32113.06579;3392.745916;217.658068
32113.88052;3393.325754;218.0073921
32114.69525;3393.905593;218.2331853
32115.50998;3394.485431;218.4035581
32116.32472;3395.06527;218.5667606
32117.13945;3395.645108;218.7301522
32117.95418;3396.224947;218.8937328
32118.76891;3396.804785;219.0575023
32119.58364;3397.384624;219.2214609
32120.39837;3397.964462;219.3856086
32121.2131;3398.544301;219.5499452
32122.02784;3399.124139;219.7144709
32122.84257;3399.703978;219.8791855
32123.6573;3400.283816;220.0440892
32124.47203;3400.863655;220.1248325
32125.28676;3401.443493;220.0913535
32126.10149;3402.023332;220.0532446
32126.91622;3402.60317;220.0105056
32127.73096;3403.183009;219.9631366
32128.54569;3403.762847;219.9111376
32129.36042;3404.342686;219.8545086
32130.17515;3404.922524;219.7970531
32130.98988;3405.502363;219.7419053
32131.80461;3406.082201;219.6888363
32132.61934;3406.66204;219.6378461
32133.43408;3407.241878;219.5889346
32134.24881;3407.821717;219.507265
32135.06354;3408.401555;219.2375167
32135.87827;3408.981394;218.9625717
32136.693;3409.561232;218.6824299
32137.50773;3410.141071;218.3970914
32138.32246;3410.720909;218.106556
32139.1372;3411.300748;217.8108239
32139.95193;3411.880586;217.5098949
32140.76666;3412.460425;217.2037692
32141.58139;3413.040263;216.8924468
32142.39612;3413.620102;216.5759275
32143.21085;3414.19994;216.2542115
32144.02558;3414.779779;215.9278018
32144.84032;3415.359617;215.4953164
32145.65505;3415.939456;215.0477346
32146.46978;3416.519294;214.5988299
32147.28451;3417.099133;214.1486024
32148.09924;3417.678971;213.697052
32148.91397;3418.25881;213.2441788
32149.7287;3418.838648;212.7899828
32150.54344;3419.418487;212.3344639
32151.35817;3419.998325;211.8776222
32152.1729;3420.578164;211.4194576
32152.98763;3421.158002;210.9599702
32153.80236;3421.737841;210.4991599
32154.61709;3422.317679;209.9968801
32155.43182;3422.897518;209.4617893
32156.24656;3423.477356;208.9181946
32157.06129;3424.057195;208.3660959
