x;y;z
31393.34431;3210.566804;131.8602815
31384.96712;3205.105784;130.8413226
31376.58994;3199.644764;129.9599977
31368.21275;3194.183745;129.2044076
31359.83556;3188.722725;128.7314766
31351.45837;3183.261705;128.6531064
31343.08119;3177.800686;128.8622765
31334.704;3172.339666;129.0395265
31326.32681;3166.878647;129.3274216
31317.94963;3161.417627;129.6145234
31309.57244;3155.956607;130.4634773
31301.19525;3150.495588;132.0785027
31292.81806;3145.034568;133.8937535
31284.44088;3139.573549;136.4962152
31276.06369;3134.112529;139.8946719
31267.6865;3128.651509;143.8485588
31259.30932;3123.19049;148.2370559
31250.93213;3117.72947;152.8890118
31242.55494;3112.268451;157.6983833
31234.17775;3106.807431;162.2799715
31225.80057;3101.346411;166.7373391
31217.42338;3095.885392;171.1814352
31209.04619;3090.424372;175.5975792
31200.669;3084.963353;180.1491643
31192.29182;3079.502333;184.7478688
31183.91463;3074.041313;189.5048959
31175.53744;3068.580294;194.2619105
31167.16026;3063.119274;197.3729051
31158.78307;3057.658254;199.7848536
31150.40588;3052.197235;201.742764
31142.02869;3046.736215;203.0240786
31133.65151;3041.275196;203.903956
31125.27432;3035.814176;204.7838446
31116.89713;3030.353156;205.2486129
31108.51995;3024.892137;205.5460486
31100.14276;3019.431117;204.6552281
31091.76557;3013.970098;203.35761
31083.38838;3008.509078;201.9174127
31075.0112;3003.048058;200.1555239
31066.63401;2997.587039;197.9376465
31058.25682;2992.126019;195.6921616
31049.87964;2986.665;193.4573537
31041.50245;2981.20398;191.3416343
31033.12526;2975.74296;189.2364689
31024.74807;2970.281941;187.3078738
31016.37089;2964.820921;185.5831859
31007.9937;2959.359901;183.6544392
30999.61651;2953.898882;181.4327601
30991.23933;2948.437862;178.9896707
30982.86214;2942.976843;176.2040975
30974.48495;2937.515823;172.4554186
30966.10776;2932.054803;168.5754027
30957.73058;2926.593784;165.3505169
30949.35339;2921.132764;162.3110116
30940.9762;2915.671745;159.2537819
30932.59902;2910.210725;155.9370149
30924.22183;2904.749705;152.4004252
30915.84464;2899.288686;148.3433696
30907.46745;2893.827666;143.4518418
30899.09027;2888.366647;137.9552645
